Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000094,984.277.320-89,Rodrigo Farias,2022-08-24,BRL,750704.0,PIX,Aprovada,Tecnologia,C6 Bank,2,108.01,750812.01
FIN000149,905.792.858-30,Isabela Nunes,2022-10-14,BRL,96238.8,Depósito,Pendente,Investimento,C6 Bank,12,28.74,96267.54000000001
FIN000483,734.523.146-73,Marcelo Teixeira,2023-08-15,BRL,225975.0,Pagamento,Pendente,Vestuário,C6 Bank,2,12.45,225987.45
FIN000905,172.182.704-99,Amanda Vieira,2024-09-04,BRL,960775.0,Saque,Pendente,Moradia,,6,177.39,960952.39
FIN000250,751.400.515-90,Camila Rocha,2023-01-14,BRL,264305.0,PIX,Aprovada,Tecnologia,XP,3,18.48,264323.48
FIN000341,175.167.851-95,Carolina Azevedo,2023-04-07,BRL,104027.0,Depósito,Pendente,Viagem,XP,2,242.49,104269.49
FIN000670,393.790.691-44,Henrique Pinto,2024-02-02,BRL,502095.0,Depósito,Recusada,Tecnologia,XP,1,32.85,502127.85
FIN000201,100.703.148-53,Henrique Pinto,2022-11-30,BRL,823101.0,Depósito,Pendente,Viagem,Banco do Brasil,1,140.14,823241.14
FIN000092,814.686.228-70,Henrique Pinto,2022-08-23,BRL,890234.0,Depósito,Aprovada,Viagem,C6 Bank,1,68.84,890302.84
FIN000585,759.558.422-47,Camila Rocha,2023-11-16,BRL,4268.0,Depósito,Pendente,Tecnologia,BTG,12,229.26,4497.26
FIN000443,520.902.911-61,Vanessa,2023-07-09,BRL,286123.0,Pagamento,Recusada,Vestuário,,24,361.78,286484.78
FIN000610,144.830.606-39,Natalia Correia,2023-12-09,BRL,268905.0,Saque,Aprovada,Tecnologia,XP,12,56.35,268961.35
FIN000281,751.719.806-10,Guilherme Mota,2023-02-11,BRL,286123.0,Transferência,Recusada,Tecnologia,XP,12,141.08,286264.08
FIN000411,791.452.340-81,Leticia Moura,2023-10-06,BRL,286123.0,Depósito,Aprovada,Tecnologia,Banco do Brasil,6,224.98,286347.98
FIN000665,450.718.501-83,Diego Peixoto,2024-01-28,BRL,286123.0,Pagamento,Pendente,Alimentação,Inter,2,172.21,286295.21
FIN000781,567.632.379-58,Rafael Macedo,2024-05-13,BRL,286123.0,Saque,Pendente,Moradia,C6 Bank,2,355.27,286478.27
FIN000569,931.499.585-37,Felipe Andrade,2023-11-02,BRL,286123.0,PIX,Recusada,Tecnologia,BTG,12,119.41,286242.41
FIN000909,184.267.560-98,Amanda Vieira,2024-09-07,BRL,430781.0,Saque,Aprovada,Viagem,BTG,3,57.22,430838.22
FIN000985,385.265.105-23,Beatriz Lopes,2024-11-16,BRL,286123.0,Saque,Pendente,Moradia,BTG,24,172.93,286295.93
FIN000336,436.431.123-67,Marcelo Teixeira,2023-04-03,BRL,958842.5,Transferência,Recusada,Alimentação,C6 Bank,2,191.64,959034.14
FIN000926,115.157.229-29,Leonardo Braga,2024-09-23,BRL,167284.0,Saque,Recusada,Investimento,XP,6,173.22,167457.22
FIN000661,440.898.784-73,Beatriz Lopes,2024-01-25,BRL,194409.0,Transferência,Pendente,Vestuário,C6 Bank,12,137.59,194546.59
FIN000753,751.515.454-46,Marcelo Teixeira,2024-04-18,BRL,286123.0,PIX,Recusada,Alimentação,BTG,2,358.27,286481.27
FIN000507,697.486.749-57,Rafael Macedo,2023-09-06,BRL,286123.0,Depósito,Aprovada,Tecnologia,Inter,24,116.66,286239.66
FIN000798,365.576.326-64,Marcelo Teixeira,2024-05-29,BRL,286123.0,Pagamento,Recusada,Moradia,BTG,2,78.19,286201.19
FIN000805,634.496.732-27,Camila Rocha,2024-06-04,BRL,286123.0,PIX,Pendente,Vestuário,BTG,1,76.7,286199.7
FIN000093,384.763.363-68,Rafael Macedo,2022-08-24,BRL,263148.0,Pagamento,Pendente,Vestuário,BTG,2,39.36,263187.36
FIN000593,109.762.480-49,Rodrigo Farias,2023-11-24,BRL,370971.0,Transferência,Aprovada,Tecnologia,BTG,6,64.8,371035.8
FIN000788,359.556.208-54,Leonardo Braga,2024-05-20,BRL,286123.0,PIX,Aprovada,Vestuário,C6 Bank,24,187.36,286310.36
FIN000784,195.713.129-34,Marcelo Teixeira,2024-05-16,BRL,286123.0,Depósito,Recusada,Tecnologia,Banco do Brasil,1,589.4,286712.4
FIN000916,764.977.122-25,Thiago Cavalcanti,2024-09-14,BRL,286123.0,Depósito,Recusada,Vestuário,Inter,1,180.96,286303.96
FIN000969,149.895.747-32,Leonardo Braga,2024-11-01,BRL,5043.5,Transferência,Recusada,Alimentação,BTG,24,0.44,5043.94
FIN000576,216.750.164-31,Carolina Azevedo,2023-11-08,BRL,286123.0,PIX,Recusada,Vestuário,BTG,6,110.91,286233.91
FIN000574,651.299.100-17,Beatriz Lopes,2023-11-06,BRL,74623.0,Pagamento,Pendente,Tecnologia,BTG,24,121.59,74744.59
FIN000279,361.827.117-17,Felipe Andrade,2023-02-10,BRL,286123.0,Saque,Pendente,Alimentação,C6 Bank,6,99.06,286222.06
FIN000280,443.785.241-55,Rafael Macedo,2023-02-10,BRL,286123.0,PIX,Pendente,Tecnologia,Inter,6,491.39,286614.39
FIN000338,526.978.355-66,Amanda Vieira,2023-04-04,BRL,286123.0,Depósito,Aprovada,Moradia,C6 Bank,24,193.36,286316.36
FIN000228,550.634.401-48,Priscila Gomes,2022-12-25,BRL,963672.0,Pagamento,Recusada,Vestuário,XP,12,212.99,963884.99
FIN000009,582.442.769-48,Isabela Nunes,2022-06-08,BRL,286123.0,Pagamento,Aprovada,Moradia,XP,6,559.55,286682.55
FIN000086,258.745.899-71,Marcelo Teixeira,2022-08-17,BRL,268322.0,PIX,Recusada,Moradia,Inter,2,29.81,268351.81
FIN000794,452.695.478-72,Felipe Andrade,2024-05-25,BRL,74825.0,Transferência,Aprovada,Investimento,C6 Bank,1,145.33,74970.33
FIN000657,572.579.972-66,Beatriz Lopes,2024-01-21,BRL,286123.0,Pagamento,Pendente,Viagem,XP,12,453.86,286576.86
FIN000776,988.339.452-61,Vanessa Coelho,2024-05-09,BRL,133221.0,Transferência,Recusada,Alimentação,Banco do Brasil,2,206.85,133427.85
FIN000893,474.693.482-77,Henrique Pinto,2024-08-24,BRL,592685.0,PIX,Aprovada,Moradia,BTG,1,134.07,592819.07
FIN000097,114.889.487-26,Leticia Moura,2022-08-27,BRL,286123.0,Pagamento,Recusada,Moradia,C6 Bank,1,342.64,286465.64
FIN000342,713.244.431-99,Juliana Queiroz,2023-04-08,BRL,15511.13,PIX,Pendente,Alimentação,BTG,12,389.24,15900.369999999999
FIN000122,247.337.947-74,Amanda Vieira,2022-09-19,BRL,286123.0,Pagamento,Recusada,Vestuário,Inter,1,210.99,286333.99
FIN000157,590.682.693-85,Rafael Macedo,2022-10-21,BRL,286123.0,Transferência,Aprovada,Alimentação,C6 Bank,6,674.74,286797.74
FIN000797,949.397.371-20,Isabela Nunes,2024-05-28,BRL,165447.0,Pagamento,Pendente,Investimento,BTG,6,461.89,165908.89
FIN000686,614.450.934-32,Beatriz Lopes,2024-02-17,BRL,974396.0,Pagamento,Pendente,Tecnologia,Inter,1,267.89,974663.89
FIN000722,336.969.821-78,Andre Monteiro,2024-03-20,BRL,286123.0,PIX,Aprovada,Tecnologia,C6 Bank,24,116.68,286239.68
FIN000634,229.282.715-75,Henrique Pinto,2023-12-31,BRL,276702.3,Pagamento,Aprovada,Alimentação,XP,12,82.46,276784.76
FIN000471,260.219.634-86,Rodrigo Farias,2023-08-04,BRL,286123.0,Pagamento,Recusada,Vestuário,Banco do Brasil,24,127.81,286250.81
FIN000558,120.279.750-76,Juliana Queiroz,2023-10-23,BRL,286123.0,Transferência,Recusada,Investimento,BTG,3,608.17,286731.17
FIN000294,705.110.141-29,Marcelo Teixeira,2023-02-23,BRL,286123.0,PIX,Aprovada,Moradia,C6 Bank,1,64.2,286187.2
FIN000960,405.452.987-25,Henrique Pinto,2024-10-24,BRL,286123.0,Pagamento,Pendente,Investimento,Inter,3,613.69,286736.69
FIN000165,258.501.334-38,Henrique Pinto,2022-10-28,BRL,558902.0,Transferência,Recusada,Vestuário,XP,1,48.7,558950.7
FIN000792,888.363.891-49,Guilherme Mota,2024-05-23,BRL,486674.0,Depósito,Pendente,Vestuário,BTG,6,61.39,486735.39
FIN000283,659.285.567-22,Rodrigo Farias,2023-02-13,BRL,286123.0,Saque,Recusada,Investimento,XP,3,215.15,286338.15
FIN000365,651.455.473-70,Natalia Correia,2023-04-29,BRL,56118.0,Depósito,Recusada,Investimento,XP,24,60.79,56178.79
FIN000311,724.590.619-63,Henrique Pinto,2023-03-11,BRL,286123.0,Pagamento,Aprovada,Moradia,Banco do Brasil,6,612.01,286735.01
FIN000511,783.898.142-61,Marcelo Teixeira,2023-09-10,BRL,317869.0,Pagamento,Recusada,Viagem,BTG,1,16.94,317885.94
FIN000180,658.460.510-14,Rafael Macedo,2022-11-11,BRL,286123.0,PIX,Aprovada,Alimentação,Inter,1,307.3,286430.3
FIN000070,118.793.731-66,Diego Peixoto,2022-08-03,BRL,286123.0,Pagamento,Recusada,Tecnologia,C6 Bank,24,528.29,286651.29
FIN000993,599.645.458-21,Beatriz Lopes,2024-11-23,BRL,286123.0,Depósito,Recusada,Investimento,Inter,3,303.09,286426.09
FIN000953,402.286.615-65,Vanessa Coelho,2024-10-18,BRL,196423.0,PIX,Recusada,Alimentação,Inter,24,299.32,196722.32
FIN000728,867.998.886-42,Amanda Vieira,2024-03-26,BRL,77848.0,Saque,Aprovada,Viagem,Inter,2,79.55,77927.55
FIN000504,219.870.774-27,Natalia Correia,2023-09-03,BRL,663434.0,PIX,Recusada,Investimento,XP,3,65.33,663499.33
FIN000059,753.321.787-35,Thiago Cavalcanti,2022-07-24,BRL,286123.0,Saque,Aprovada,Moradia,Inter,2,356.71,286479.71
FIN000939,780.404.356-94,Amanda Vieira,2024-10-05,BRL,286123.0,Saque,Pendente,Moradia,Inter,24,382.7,286505.7
FIN000364,803.548.952-31,Juliana Queiroz,2023-04-28,BRL,403074.0,Transferência,Aprovada,Vestuário,C6 Bank,12,65.71,403139.71
FIN000896,297.580.840-15,Juliana Queiroz,2024-08-26,BRL,286123.0,Saque,Recusada,Viagem,XP,12,397.34,286520.34
FIN000266,693.106.153-64,Leticia Moura,2023-01-29,BRL,132216.0,Saque,Aprovada,Vestuário,BTG,3,32.83,132248.83
FIN000814,552.724.566-25,Beatriz Lopes,2024-06-13,BRL,286123.0,PIX,Aprovada,Vestuário,XP,3,270.91,286393.91
FIN000846,813.350.599-69,Beatriz Lopes,2024-07-12,BRL,127455.0,Transferência,Pendente,Investimento,BTG,6,19.58,127474.58
FIN000381,883.660.195-16,Guilherme Mota,2023-05-14,BRL,746449.2,Saque,Aprovada,Alimentação,Banco do Brasil,2,40.42,746489.62
FIN000605,729.426.677-87,Natalia,2023-12-05,BRL,286123.0,Transferência,Recusada,Alimentação,C6 Bank,6,323.18,286446.18
FIN000725,305.751.331-65,Andre Monteiro,2024-03-23,BRL,286123.0,Pagamento,Pendente,Tecnologia,Inter,3,151.71,286274.71
FIN000811,561.633.794-76,Priscila Gomes,2024-06-10,BRL,286123.0,Transferência,Aprovada,Investimento,BTG,12,105.31,286228.31
FIN000521,292.463.951-35,Natalia Correia,2023-09-19,BRL,286123.0,Transferência,Pendente,Moradia,Banco do Brasil,24,318.68,286441.68
FIN000148,478.739.906-60,Natalia Correia,2022-10-13,BRL,286123.0,Depósito,Pendente,Tecnologia,XP,2,451.89,286574.89
FIN000252,376.644.188-83,Amanda Vieira,2023-01-16,BRL,286123.0,Depósito,Aprovada,Vestuário,XP,2,197.32,286320.32
FIN000687,973.272.804-86,Marcelo Teixeira,2024-02-17,BRL,286123.0,Depósito,Pendente,Tecnologia,BTG,12,479.5,286602.5
FIN000923,432.121.500-80,Felipe Andrade,2024-09-20,BRL,286123.0,Pagamento,Aprovada,Alimentação,Inter,12,131.58,286254.58
FIN000213,380.783.339-23,Marcelo Teixeira,2022-12-11,BRL,286123.0,Transferência,Pendente,Investimento,BTG,2,474.27,286597.27
FIN000441,427.553.685-76,Rafael Macedo,2023-07-08,BRL,653164.0,Depósito,Aprovada,Alimentação,Inter,3,61.1,653225.1
FIN000933,808.342.980-99,Camila Rocha,2024-09-29,BRL,286123.0,Pagamento,Aprovada,Moradia,Inter,2,568.12,286691.12
FIN000331,575.247.212-39,Henrique Pinto,2023-03-29,BRL,286123.0,Depósito,Recusada,Viagem,C6 Bank,6,230.29,286353.29
FIN000827,984.273.919-45,Felipe Andrade,2024-06-24,BRL,286123.0,Transferência,Pendente,Moradia,XP,24,189.94,286312.94
FIN000277,464.777.623-45,Thiago Cavalcanti,2023-08-02,BRL,141642.0,Pagamento,Pendente,Viagem,C6 Bank,3,12.4,141654.4
FIN000847,471.419.986-46,Rafael Macedo,2024-07-13,BRL,248235.0,Saque,Pendente,Investimento,BTG,3,378.7,248613.7
FIN000833,152.632.177-84,Juliana Queiroz,2024-06-30,BRL,286123.0,Depósito,Aprovada,Vestuário,XP,24,228.96,286351.96
FIN000708,134.919.549-67,Henrique Pinto,2024-03-08,BRL,639254.0,Saque,Recusada,Vestuário,Banco do Brasil,2,116.54,639370.54
FIN000449,610.922.287-81,Carolina Azevedo,2023-07-15,BRL,337981.0,Depósito,Aprovada,Tecnologia,XP,2,60.79,338041.79
FIN000386,846.131.299-74,Rafael Macedo,2023-05-18,BRL,286123.0,Transferência,Aprovada,Tecnologia,XP,24,363.63,286486.63
FIN000747,684.159.381-37,Marcelo Teixeira,2024-04-12,BRL,634517.1,Transferência,Aprovada,Investimento,XP,2,57.64,634574.74
FIN000525,264.677.738-27,Felipe Andrade,2023-09-22,BRL,140357.0,Pagamento,Recusada,Vestuário,Banco do Brasil,3,229.26,140586.26
FIN000304,648.485.504-59,Vanessa Coelho,2023-03-04,BRL,286123.0,Transferência,Aprovada,Alimentação,Inter,6,278.82,286401.82
FIN000488,990.722.557-93,Juliana Queiroz,2023-08-20,BRL,286123.0,Transferência,Recusada,Tecnologia,XP,3,431.46,286554.46
FIN000841,360.274.879-63,Felipe Andrade,2024-07-07,BRL,13460.1,Saque,Aprovada,Vestuário,Banco do Brasil,3,370.62,13830.720000000001
FIN000020,Não Informado,Carolina Azevedo,2022-06-18,BRL,286123.0,Depósito,Aprovada,Moradia,C6 Bank,12,423.21,286546.21
FIN000325,601.790.900-42,Guilherme Mota,2023-03-24,BRL,286123.0,Depósito,Aprovada,Vestuário,Banco do Brasil,2,590.52,286713.52
FIN000261,220.979.223-84,Carolina Azevedo,2023-01-24,BRL,893550.0,PIX,Pendente,Tecnologia,C6 Bank,6,108.94,893658.94
FIN000948,212.383.972-46,Leonardo Braga,2024-10-13,BRL,286123.0,Saque,Pendente,Moradia,Banco do Brasil,1,141.13,286264.13
FIN000410,767.299.706-96,Rafael Macedo,2023-06-09,BRL,286123.0,Transferência,Pendente,Alimentação,XP,6,288.28,286411.28
FIN000401,223.681.938-54,Felipe Andrade,2023-06-01,BRL,24849.31,Depósito,Recusada,Alimentação,C6 Bank,6,169.29,25018.600000000002
FIN000415,392.606.967-43,Marcelo Teixeira,2023-06-14,BRL,994317.0,Depósito,Aprovada,Investimento,XP,6,170.53,994487.53
FIN000055,284.580.300-75,Priscila Gomes,2022-07-20,BRL,286123.0,PIX,Aprovada,Vestuário,XP,3,450.06,286573.06
FIN000944,828.796.336-99,Leonardo Braga,2024-10-09,BRL,442918.0,Transferência,Pendente,Investimento,Banco do Brasil,24,116.4,443034.4
FIN000151,625.145.635-50,Diego Peixoto,2022-10-16,BRL,361296.0,Transferência,Aprovada,Moradia,XP,2,22.28,361318.28
FIN000779,239.420.852-44,Natalia Correia,2024-05-12,BRL,286123.0,Pagamento,Recusada,Investimento,Inter,24,529.94,286652.94
FIN000932,577.241.463-77,Vanessa Coelho,2024-09-28,BRL,286123.0,Transferência,Pendente,Moradia,XP,12,195.71,286318.71
FIN000760,781.270.800-79,Henrique Pinto,2024-04-24,BRL,286123.0,PIX,Recusada,Tecnologia,C6 Bank,24,272.71,286395.71
FIN000746,755.851.179-23,Beatriz Lopes,2024-04-11,BRL,257135.0,Depósito,Pendente,Vestuário,,6,33.09,257168.09
FIN000107,185.565.692-85,Guilherme Mota,2022-09-05,BRL,286123.0,PIX,Aprovada,Vestuário,C6 Bank,3,85.6,286208.6
FIN000768,291.604.854-35,Camila Rocha,2024-05-01,BRL,2857.5,Transferência,Recusada,Vestuário,XP,2,27.35,2884.85
FIN000025,357.922.675-60,Leticia Moura,2022-06-22,BRL,286123.0,PIX,Recusada,Tecnologia,Banco do Brasil,6,202.65,286325.65
FIN000974,431.807.704-51,Felipe Andrade,2024-11-06,BRL,286123.0,Pagamento,Pendente,Vestuário,,1,133.53,286256.53
FIN000534,679.692.672-12,Henrique Pinto,2023-10-01,BRL,286123.0,Depósito,Recusada,Viagem,XP,3,275.81,286398.81
FIN000864,440.381.997-43,Natalia Correia,2024-07-28,BRL,80790.0,Saque,Pendente,Moradia,C6 Bank,24,105.88,80895.88
FIN000083,999.712.153-19,Andre Monteiro,2022-08-14,BRL,286123.0,Pagamento,Pendente,Tecnologia,Inter,3,358.51,286481.51
FIN000895,985.814.583-45,Vanessa Coelho,2024-08-26,BRL,243710.0,Saque,Pendente,Investimento,BTG,2,43.77,243753.77
FIN000915,169.107.470-43,Juliana Queiroz,2024-09-13,BRL,286123.0,Pagamento,Pendente,Moradia,XP,24,61.1,286184.1
FIN000614,999.261.460-37,Diego Peixoto,2023-12-13,BRL,909317.0,PIX,Pendente,Vestuário,BTG,12,110.78,909427.78
FIN000380,702.803.387-92,Beatriz Lopes,2023-05-13,BRL,286123.0,Transferência,Pendente,Tecnologia,C6 Bank,3,144.56,286267.56
FIN000077,999.238.169-92,Juliana Queiroz,2022-08-09,BRL,286123.0,Transferência,Aprovada,Tecnologia,,6,293.63,286416.63
FIN000389,145.785.350-21,Camila Rocha,2023-05-21,BRL,286123.0,Pagamento,Aprovada,Viagem,BTG,3,340.89,286463.89
FIN000407,649.475.871-48,Carolina Azevedo,2023-06-07,BRL,370452.0,Pagamento,Pendente,Viagem,C6 Bank,12,18.91,370470.91
FIN000292,813.217.963-77,Andre Monteiro,2023-02-21,BRL,286123.0,Transferência,Pendente,Viagem,C6 Bank,3,368.61,286491.61
FIN000716,952.920.324-78,Andre Monteiro,2024-03-15,BRL,286123.0,Depósito,Aprovada,Tecnologia,BTG,6,291.02,286414.02
FIN000625,853.410.696-67,Priscila Gomes,2023-12-23,BRL,150501.0,Saque,Recusada,Vestuário,Banco do Brasil,1,428.69,150929.69
FIN000886,299.531.935-56,Natalia Correia,2024-08-17,BRL,160625.0,Transferência,Pendente,Viagem,BTG,6,178.05,160803.05
FIN000247,253.403.289-13,Guilherme Mota,2023-01-11,BRL,258071.0,PIX,Aprovada,Moradia,BTG,24,14.61,258085.61
FIN000146,299.376.473-25,Priscila Gomes,2022-10-11,BRL,583244.0,Pagamento,Aprovada,Investimento,BTG,2,132.62,583376.62
FIN000129,517.575.593-42,Thiago Cavalcanti,2022-09-25,BRL,286123.0,Depósito,Pendente,Vestuário,XP,3,511.99,286634.99
FIN000904,360.474.600-12,Juliana Queiroz,2024-09-03,BRL,304316.0,Saque,Recusada,Viagem,Banco do Brasil,24,44.19,304360.19
FIN000623,861.497.710-62,Natalia Correia,2023-12-21,BRL,286123.0,Depósito,Aprovada,Tecnologia,BTG,3,212.1,286335.1
FIN000262,776.258.604-47,Amanda Vieira,2023-01-25,BRL,286123.0,Depósito,Pendente,Alimentação,C6 Bank,2,436.37,286559.37
FIN000487,563.965.306-62,Isabela Nunes,2023-08-19,BRL,286123.0,PIX,Aprovada,Viagem,C6 Bank,24,437.14,286560.14
FIN000966,866.348.159-96,Beatriz Lopes,2024-10-29,BRL,15876.0,PIX,Pendente,Tecnologia,Banco do Brasil,12,0.94,15876.94
FIN000091,707.204.849-71,Leticia Moura,2022-08-22,BRL,172912.0,Transferência,Recusada,Tecnologia,Banco do Brasil,6,357.7,173269.7
FIN000206,965.299.285-39,Diego Peixoto,2022-12-05,BRL,286123.0,Transferência,Aprovada,Viagem,C6 Bank,24,216.49,286339.49
FIN000493,499.661.360-96,Guilherme Mota,2023-08-24,BRL,340404.0,Depósito,Pendente,Tecnologia,Banco do Brasil,24,74.95,340478.95
FIN000171,Não Informado,Marcelo Teixeira,2022-11-03,BRL,286123.0,Transferência,Aprovada,Viagem,Inter,24,44.93,286167.93
FIN000977,624.375.410-79,Rodrigo Farias,2024-11-08,BRL,21761.93,Pagamento,Pendente,Investimento,Inter,24,452.62,22214.55
FIN000931,253.310.614-91,Amanda Vieira,2024-09-27,BRL,286123.0,Saque,Pendente,Moradia,Banco do Brasil,24,148.32,286271.32
FIN000057,278.805.418-94,Thiago Cavalcanti,2022-07-22,BRL,286123.0,Depósito,Aprovada,Investimento,,3,77.75,286200.75
FIN000405,192.442.945-32,Isabela Nunes,2023-06-05,BRL,286123.0,Depósito,Recusada,Viagem,C6 Bank,1,162.14,286285.14
FIN000242,944.502.222-22,Carolina Azevedo,2023-01-07,BRL,286123.0,Saque,Recusada,Alimentação,Inter,2,369.86,286492.86
FIN000600,979.812.657-44,Natalia Correia,2023-11-30,BRL,286123.0,Depósito,Aprovada,Alimentação,C6 Bank,2,567.66,286690.66
FIN000098,736.649.378-81,Diego Peixoto,2022-08-28,BRL,890503.0,Pagamento,Aprovada,Vestuário,BTG,1,218.12,890721.12
FIN000117,185.490.288-78,Felipe Andrade,2022-09-15,BRL,286123.0,Depósito,Pendente,Investimento,Inter,24,106.09,286229.09
FIN000202,503.359.345-48,Diego Peixoto,2022-12-01,BRL,286123.0,PIX,Pendente,Investimento,C6 Bank,3,286.01,286409.01
FIN000943,287.733.834-70,Leticia Moura,2024-10-08,BRL,286123.0,PIX,Aprovada,Tecnologia,C6 Bank,1,187.67,286310.67
FIN000480,906.209.797-29,Priscila Gomes,2023-08-12,BRL,286123.0,PIX,Pendente,Moradia,C6 Bank,2,293.0,286416.0
FIN000324,910.123.805-46,Camila Rocha,2023-03-23,BRL,343476.0,Transferência,Aprovada,Moradia,C6 Bank,6,74.65,343550.65
FIN000194,224.715.114-30,Beatriz Lopes,2022-11-24,BRL,286123.0,Depósito,Recusada,Moradia,Inter,1,74.59,286197.59
FIN000961,190.399.525-68,Priscila Gomes,2024-10-25,BRL,782843.0,PIX,Pendente,Viagem,Banco do Brasil,1,47.9,782890.9
FIN000444,424.393.236-10,Andre Monteiro,2023-07-10,BRL,286123.0,Saque,,Moradia,BTG,6,337.21,286460.21
FIN000726,490.630.871-99,Diego Peixoto,2024-03-24,BRL,286123.0,Depósito,Recusada,Vestuário,C6 Bank,3,390.8,286513.8
FIN000862,595.843.257-27,Thiago Cavalcanti,2024-07-26,BRL,286123.0,Transferência,Aprovada,Alimentação,BTG,2,413.22,286536.22
FIN000455,644.907.942-84,Felipe Andrade,2023-07-20,BRL,781555.0,Pagamento,Aprovada,Moradia,XP,12,177.21,781732.21
FIN000529,141.921.440-49,Henrique Pinto,2023-09-26,BRL,467417.0,Pagamento,Pendente,Moradia,Inter,6,140.22,467557.22
FIN000852,Não Informado,Leonardo Braga,2024-07-17,BRL,142977.0,Transferência,Pendente,Moradia,Inter,2,272.84,143249.84
FIN000551,398.225.771-16,Amanda Vieira,2023-10-16,BRL,601257.0,Pagamento,Recusada,Vestuário,XP,6,136.88,601393.88
FIN000865,792.325.998-11,Guilherme Mota,2024-07-29,BRL,286123.0,Saque,Pendente,Viagem,BTG,12,481.56,286604.56
FIN000069,953.629.886-78,Leticia Moura,2022-08-02,BRL,763313.0,Depósito,Pendente,Vestuário,Inter,12,86.23,763399.23
FIN000425,547.362.985-55,Beatriz Lopes,2023-06-23,BRL,286123.0,Transferência,Recusada,Tecnologia,,2,201.24,286324.24
FIN000297,238.808.772-58,Rodrigo Farias,2023-02-26,BRL,286123.0,Transferência,Pendente,Moradia,Inter,6,93.95,286216.95
FIN000738,476.846.360-85,Andre Monteiro,2024-04-04,BRL,95069.0,Depósito,Recusada,Viagem,Banco do Brasil,3,223.27,95292.27
FIN000951,767.588.552-28,Thiago Cavalcanti,2024-10-16,BRL,534641.0,Transferência,Recusada,Viagem,Inter,6,90.55,534731.55
FIN000602,666.535.274-71,Diego Peixoto,2023-12-02,BRL,286123.0,Pagamento,Pendente,Tecnologia,Banco do Brasil,1,324.87,286447.87
FIN000871,126.197.996-95,Diego Peixoto,2024-08-04,BRL,286123.0,Depósito,Aprovada,Vestuário,C6 Bank,12,417.52,286540.52
FIN000396,292.257.658-11,Thiago Cavalcanti,2023-05-27,BRL,286123.0,Pagamento,Recusada,Alimentação,XP,12,431.7,286554.7
FIN000427,947.918.971-78,Leticia Moura,2023-06-25,BRL,322321.0,Depósito,Pendente,Tecnologia,Banco do Brasil,3,25.06,322346.06
FIN000867,628.597.362-81,Camila Rocha,2024-07-31,BRL,342335.0,Depósito,Pendente,Investimento,Inter,24,59.08,342394.08
FIN000560,252.881.563-35,Isabela Nunes,2023-10-24,BRL,286123.0,Transferência,Pendente,Alimentação,Inter,24,229.26,286352.26
FIN000526,830.545.669-94,Guilherme,2023-09-23,BRL,286123.0,Depósito,Recusada,Viagem,XP,24,520.21,286643.21
FIN000942,511.758.916-69,Henrique Pinto,2024-10-07,BRL,136902.0,PIX,Recusada,Vestuário,XP,2,371.02,137273.02
FIN000015,279.481.467-56,Henrique Pinto,2022-06-13,BRL,23227.26,Transferência,Recusada,Vestuário,Inter,24,644.48,23871.739999999998
FIN000253,513.759.196-52,Leonardo Braga,2023-01-17,BRL,286123.0,PIX,Pendente,Vestuário,Banco do Brasil,24,356.21,286479.21
FIN000239,423.603.634-39,Juliana Queiroz,2023-01-04,BRL,286123.0,Pagamento,Pendente,Investimento,XP,24,163.9,286286.9
FIN000286,998.894.900-68,Natalia Correia,2023-02-16,BRL,286123.0,Pagamento,Pendente,Vestuário,XP,24,514.97,286637.97
FIN000555,263.380.780-67,Andre Monteiro,2023-10-20,BRL,286123.0,PIX,Recusada,Viagem,XP,6,289.72,286412.72
FIN000197,322.703.752-59,Priscila Gomes,2022-11-27,BRL,286123.0,Pagamento,Recusada,Viagem,Banco do Brasil,3,310.94,286433.94
FIN000346,345.112.142-44,Leticia Moura,2023-04-12,BRL,286123.0,Pagamento,Aprovada,Viagem,BTG,24,434.23,286557.23
FIN000546,157.799.141-48,Camila Rocha,2023-10-12,BRL,286123.0,Saque,Aprovada,Moradia,Banco do Brasil,12,358.02,286481.02
FIN000251,293.431.395-59,Rodrigo Farias,2023-01-15,BRL,839675.0,Depósito,Aprovada,Tecnologia,C6 Bank,12,172.52,839847.52
FIN000992,847.166.465-87,Felipe Andrade,2024-11-22,BRL,17197.71,Pagamento,Recusada,Alimentação,Inter,3,173.45,17371.16
FIN000646,713.868.486-44,Juliana Queiroz,2024-01-11,BRL,286123.0,Saque,Aprovada,Moradia,Banco do Brasil,2,503.05,286626.05
FIN000879,610.842.183-34,Marcelo Teixeira,2024-08-11,BRL,286123.0,PIX,Aprovada,Viagem,XP,24,274.43,286397.43
FIN000413,760.299.506-70,Henrique Pinto,2023-06-12,BRL,286123.0,Saque,Recusada,Alimentação,C6 Bank,1,297.15,286420.15
FIN000486,954.122.947-23,Henrique Pinto,2023-08-18,BRL,286123.0,Pagamento,Aprovada,Tecnologia,Banco do Brasil,12,638.34,286761.34
FIN000431,670.554.403-23,Natalia Correia,2023-06-28,BRL,286123.0,Pagamento,Aprovada,Tecnologia,XP,12,304.89,286427.89
